ID,LOOPGROUP_ID,TIME,VALIDITY,LV,MV,SV,LS,MS,SS,VOLUME,SPEED,OCCUPY,VH,DEAL_FLAG,HAS_VEHICLE
15623870,NHWX09(1),2009/4/19 0:33,valid,0,0,1,0,0,70,1,70,2,154,0,y
15625388,NHWX09(1),2009/4/19 0:34,valid,0,0,3,0,0,79,3,79,4,222,0,y
15626051,NHWX09(1),2009/4/19 0:34,valid,0,0,1,0,0,72,1,72,1,61,0,y
15626366,NHWX09(1),2009/4/19 0:35,valid,0,0,1,0,0,55,1,55,2,201,0,y
15626961,NHWX09(1),2009/4/19 0:35,valid,0,0,3,0,0,57,3,57,5,82,0,y
15627464,NHWX09(1),2009/4/19 0:35,valid,0,0,1,0,0,57,1,57,2,108,0,y
15629225,NHWX09(1),2009/4/19 0:36,valid,0,0,1,0,0,78,1,78,1,737,0,y
15630732,NHWX09(1),2009/4/19 0:37,valid,0,0,2,0,0,75,2,75,3,285,0,y
15631523,NHWX09(1),2009/4/19 0:38,valid,0,0,1,0,0,60,1,60,2,216,0,y
15631781,NHWX09(1),2009/4/19 0:38,valid,0,0,3,0,0,61,3,61,5,71,0,y
15632359,NHWX09(1),2009/4/19 0:38,valid,0,0,1,0,0,69,1,69,2,113,0,y
15632756,NHWX09(1),2009/4/19 0:39,valid,0,0,1,0,0,68,1,68,1,205,0,y
15633175,NHWX09(1),2009/4/19 0:39,valid,0,0,1,0,0,79,1,79,1,172,0,y
15633899,NHWX09(1),2009/4/19 0:39,valid,0,0,2,0,0,72,2,72,3,172,0,y
15634404,NHWX09(1),2009/4/19 0:40,valid,0,0,2,0,0,69,2,69,3,51,0,y
15634762,NHWX09(1),2009/4/19 0:40,valid,0,0,3,0,0,71,3,71,4,72,0,y
15635218,NHWX09(1),2009/4/19 0:40,valid,0,0,6,0,0,64,6,64,10,46,0,y
15635817,NHWX09(1),2009/4/19 0:41,valid,0,0,2,0,0,59,2,59,3,37,0,y
15636555,NHWX09(1),2009/4/19 0:41,valid,0,1,1,0,69,69,2,69,3,142,0,y
15639069,NHWX09(1),2009/4/19 0:43,valid,0,0,2,0,0,70,2,70,3,460,0,y
15639507,NHWX09(1),2009/4/19 0:43,valid,0,0,4,0,0,70,4,70,6,83,0,y
15640009,NHWX09(1),2009/4/19 0:43,valid,0,0,1,0,0,69,1,69,1,28,0,y
15640523,NHWX09(1),2009/4/19 0:44,valid,0,0,2,0,0,64,2,64,3,146,0,y
15640942,NHWX09(1),2009/4/19 0:44,valid,0,0,1,0,0,77,1,77,1,178,0,y
15641697,NHWX09(1),2009/4/19 0:44,valid,0,0,2,0,0,74,2,74,2,138,0,y
15643675,NHWX09(1),2009/4/19 0:46,valid,0,0,1,0,0,77,1,77,1,814,0,y
15643968,NHWX09(1),2009/4/19 0:46,valid,0,0,3,0,0,84,3,84,4,55,0,y
15644819,NHWX09(1),2009/4/19 0:46,valid,0,0,1,0,0,74,1,74,1,195,0,y
15645104,NHWX09(1),2009/4/19 0:47,valid,0,1,1,0,65,68,2,66,3,114,0,y
15645402,NHWX09(1),2009/4/19 0:47,valid,0,0,3,0,0,68,3,68,4,49,0,y
15646133,NHWX09(1),2009/4/19 0:47,valid,0,0,2,0,0,59,2,59,3,110,0,y
15646487,NHWX09(1),2009/4/19 0:48,valid,0,0,1,0,0,79,1,79,1,63,0,y
15648307,NHWX09(1),2009/4/19 0:49,valid,0,0,2,0,0,79,2,79,3,394,0,y
15648532,NHWX09(1),2009/4/19 0:49,valid,0,0,1,0,0,60,1,60,2,181,0,y
15648996,NHWX09(1),2009/4/19 0:49,valid,0,0,4,0,0,67,4,67,5,45,0,y
15650966,NHWX09(1),2009/4/19 0:51,valid,0,0,4,0,0,62,4,62,6,197,0,y
15651771,NHWX09(1),2009/4/19 0:51,valid,0,0,1,0,0,50,1,50,2,218,0,y
15652352,NHWX09(1),2009/4/19 0:51,valid,0,0,1,0,0,62,1,62,1,43,0,y
15652981,NHWX09(1),2009/4/19 0:52,valid,0,0,1,0,0,79,1,79,1,541,0,y
15654215,NHWX09(1),2009/4/19 0:53,valid,0,0,1,0,0,64,1,64,1,224,0,y
15654731,NHWX09(1),2009/4/19 0:53,valid,0,0,1,0,0,59,1,59,1,196,0,y
15655114,NHWX09(1),2009/4/19 0:53,valid,0,0,3,0,0,71,3,71,4,71,0,y
15655875,NHWX09(1),2009/4/19 0:54,valid,0,0,2,0,0,74,2,74,3,108,0,y
15656253,NHWX09(1),2009/4/19 0:54,valid,0,0,2,0,0,72,2,72,3,43,0,y
15656843,NHWX09(1),2009/4/19 0:54,valid,0,0,2,0,0,95,2,95,2,125,0,y
15657808,NHWX09(1),2009/4/19 0:55,valid,0,0,2,0,0,66,2,66,3,209,0,y
15658347,NHWX09(1),2009/4/19 0:55,valid,0,0,3,0,0,72,3,72,4,62,0,y
15658812,NHWX09(1),2009/4/19 0:56,valid,0,0,1,0,0,65,1,65,2,195,0,y
15659181,NHWX09(1),2009/4/19 0:56,valid,0,0,3,0,0,62,3,62,5,71,0,y
15659982,NHWX09(1),2009/4/19 0:56,valid,0,0,2,0,0,81,2,81,3,112,0,y
15661769,NHWX09(1),2009/4/19 0:58,valid,0,0,1,0,0,62,1,62,2,739,0,y
15662280,NHWX09(1),2009/4/19 0:58,valid,0,0,4,0,0,65,4,65,6,67,0,y
15662746,NHWX09(1),2009/4/19 0:58,valid,0,0,3,0,0,66,3,66,5,72,0,y
15663326,NHWX09(1),2009/4/19 0:59,valid,0,0,2,0,0,61,2,61,3,65,0,y
15663866,NHWX09(1),2009/4/19 0:59,valid,0,0,5,0,0,67,5,67,7,48,0,y
15664203,NHWX09(1),2009/4/19 0:59,valid,0,0,4,0,0,70,4,70,6,60,0,y
15664773,NHWX09(1),2009/4/19 1:00,valid,0,0,1,0,0,71,1,71,2,130,0,y
15665159,NHWX09(1),2009/4/19 1:00,valid,0,0,1,0,0,65,1,65,1,187,0,y
15665723,NHWX09(1),2009/4/19 1:00,valid,0,0,1,0,0,77,1,77,1,199,0,y
15666452,NHWX09(1),2009/4/19 1:01,valid,0,0,1,0,0,92,1,92,1,173,0,y
15666971,NHWX09(1),2009/4/19 1:01,valid,0,0,1,0,0,72,1,72,1,271,0,y
15667274,NHWX09(1),2009/4/19 1:01,valid,0,0,3,0,0,74,3,74,4,41,0,y
15667686,NHWX09(1),2009/4/19 1:02,valid,0,0,1,0,0,81,1,81,1,193,0,y
15668585,NHWX09(1),2009/4/19 1:02,valid,0,0,2,0,0,63,2,63,3,154,0,y
15668645,NHWX09(1),2009/4/19 1:02,valid,0,0,2,0,0,74,2,74,2,102,0,y
15669592,NHWX09(1),2009/4/19 1:03,valid,0,0,2,0,0,80,2,80,3,95,0,y
15671653,NHWX09(1),2009/4/19 1:04,valid,0,0,5,0,0,72,5,72,7,163,0,y
15672044,NHWX09(1),2009/4/19 1:04,valid,0,1,0,0,71,0,1,71,2,125,0,y
15672610,NHWX09(1),2009/4/19 1:05,valid,0,0,2,0,0,92,2,92,2,93,0,y
15672760,NHWX09(1),2009/4/19 1:05,valid,0,0,1,0,0,98,1,98,1,220,0,y
15673467,NHWX09(1),2009/4/19 1:05,valid,0,0,1,0,0,72,1,72,2,141,0,y
15674361,NHWX09(1),2009/4/19 1:06,valid,0,0,1,0,0,61,1,61,2,397,0,y
15675585,NHWX09(1),2009/4/19 1:07,valid,0,0,1,0,0,70,1,70,1,503,0,y
15676410,NHWX09(1),2009/4/19 1:07,valid,0,0,3,0,0,68,3,68,4,132,0,y
15676919,NHWX09(1),2009/4/19 1:08,valid,0,0,3,0,0,61,3,61,5,71,0,y
15677512,NHWX09(1),2009/4/19 1:08,valid,0,0,6,0,0,68,6,68,8,37,0,y
15677702,NHWX09(1),2009/4/19 1:08,valid,0,0,2,0,0,71,2,71,3,68,0,y
15678431,NHWX09(1),2009/4/19 1:09,valid,0,0,2,0,0,74,2,74,3,114,0,y
15678845,NHWX09(1),2009/4/19 1:09,valid,0,0,3,0,0,61,3,61,5,64,0,y
15679592,NHWX09(1),2009/4/19 1:10,valid,0,0,1,0,0,98,1,98,1,319,0,y
15680374,NHWX09(1),2009/4/19 1:10,valid,0,0,2,0,0,69,2,69,3,124,0,y
15680671,NHWX09(1),2009/4/19 1:10,valid,0,0,1,0,0,61,1,61,2,247,0,y
15681197,NHWX09(1),2009/4/19 1:11,valid,0,0,3,0,0,65,3,65,5,65,0,y
15681951,NHWX09(1),2009/4/19 1:11,valid,0,0,4,0,0,66,4,66,6,52,0,y
15682185,NHWX09(1),2009/4/19 1:11,valid,0,0,6,0,0,70,6,70,8,35,0,y
15682831,NHWX09(1),2009/4/19 1:12,valid,0,0,1,0,0,84,1,84,1,47,0,y
15683436,NHWX09(1),2009/4/19 1:12,valid,0,0,1,0,0,60,1,60,2,278,0,y
15683945,NHWX09(1),2009/4/19 1:12,valid,0,0,1,0,0,57,1,57,2,219,0,y
15684059,NHWX09(1),2009/4/19 1:13,valid,0,0,1,0,0,127,1,127,1,113,0,y
15684592,NHWX09(1),2009/4/19 1:13,valid,0,0,2,0,0,74,2,74,3,132,0,y
15685164,NHWX09(1),2009/4/19 1:13,valid,0,0,2,0,0,61,2,61,3,136,0,y
15685735,NHWX09(1),2009/4/19 1:14,valid,0,0,3,0,0,66,3,66,4,28,0,y
15688074,NHWX09(1),2009/4/19 1:15,valid,0,0,4,0,0,72,4,72,6,279,0,y
15688722,NHWX09(1),2009/4/19 1:16,valid,0,0,1,0,0,76,1,76,1,66,0,y
15688922,NHWX09(1),2009/4/19 1:16,valid,0,0,3,0,0,62,3,62,5,97,0,y
15689574,NHWX09(1),2009/4/19 1:16,valid,0,1,1,0,62,59,2,60,3,71,0,y
15689773,NHWX09(1),2009/4/19 1:17,valid,0,0,1,0,0,71,1,71,1,192,0,y
15691136,NHWX09(1),2009/4/19 1:18,valid,0,0,1,0,0,81,1,81,1,710,0,y
15691681,NHWX09(1),2009/4/19 1:18,valid,0,0,2,0,0,73,2,73,3,97,0,y
15692572,NHWX09(1),2009/4/19 1:19,valid,0,0,4,0,0,57,4,57,7,75,0,y
15693497,NHWX09(1),2009/4/19 1:19,valid,0,0,1,0,0,64,1,64,1,151,0,y
15693598,NHWX09(1),2009/4/19 1:19,valid,0,0,2,0,0,69,2,69,3,154,0,y
15695070,NHWX09(1),2009/4/19 1:20,valid,0,0,2,0,0,71,2,71,3,292,0,y
15695501,NHWX09(1),2009/4/19 1:21,valid,0,0,2,0,0,81,2,81,3,92,0,y
15696165,NHWX09(1),2009/4/19 1:21,valid,0,0,3,0,0,64,3,64,4,69,0,y
15696592,NHWX09(1),2009/4/19 1:21,valid,0,0,3,0,0,71,3,71,4,68,0,y
15697244,NHWX09(1),2009/4/19 1:22,valid,0,1,2,0,65,70,3,68,4,60,0,y
15699244,NHWX09(1),2009/4/19 1:23,valid,0,0,1,0,0,81,1,81,1,846,0,y
15699344,NHWX09(1),2009/4/19 1:23,valid,0,0,4,0,0,69,4,69,5,58,0,y
15700436,NHWX09(1),2009/4/19 1:24,valid,0,0,1,0,0,61,1,61,1,224,0,y
15700915,NHWX09(1),2009/4/19 1:24,valid,0,0,2,0,0,56,2,56,3,121,0,y
15701215,NHWX09(1),2009/4/19 1:25,valid,0,0,2,0,0,59,2,59,3,116,0,y
15701705,NHWX09(1),2009/4/19 1:25,valid,0,0,2,0,0,76,2,76,3,110,0,y
15702520,NHWX09(1),2009/4/19 1:25,valid,0,0,2,0,0,80,2,80,2,99,0,y
15703295,NHWX09(1),2009/4/19 1:26,valid,0,0,3,0,0,69,3,69,6,135,0,y
15703818,NHWX09(1),2009/4/19 1:26,valid,0,0,3,0,0,68,3,68,4,86,0,y
15704626,NHWX09(1),2009/4/19 1:27,valid,0,0,2,0,0,71,2,71,2,7,0,y
15706047,NHWX09(1),2009/4/19 1:28,valid,0,0,1,0,0,62,1,62,2,760,0,y
15706875,NHWX09(1),2009/4/19 1:28,valid,0,0,2,0,0,68,2,68,3,99,0,y
15707126,NHWX09(1),2009/4/19 1:29,valid,0,0,1,0,0,74,1,74,1,106,0,y
15707880,NHWX09(1),2009/4/19 1:29,valid,0,0,1,0,0,77,1,77,1,376,0,y
15708570,NHWX09(1),2009/4/19 1:30,valid,0,0,2,0,0,73,2,73,4,106,0,y
15709948,NHWX09(1),2009/4/19 1:31,valid,0,0,2,0,0,74,2,74,3,330,0,y
15710183,NHWX09(1),2009/4/19 1:31,valid,0,1,2,0,77,79,3,78,4,82,0,y
15710781,NHWX09(1),2009/4/19 1:31,valid,0,0,2,0,0,67,2,67,3,85,0,y
15711638,NHWX09(1),2009/4/19 1:32,valid,0,0,3,0,0,74,3,74,4,150,0,y
15712806,NHWX09(1),2009/4/19 1:33,valid,0,0,1,0,0,52,1,52,2,230,0,y
15713352,NHWX09(1),2009/4/19 1:33,valid,0,0,1,0,0,79,1,79,1,301,0,y
15713829,NHWX09(1),2009/4/19 1:33,valid,0,0,1,0,0,84,1,84,1,116,0,y
15713934,NHWX09(1),2009/4/19 1:34,valid,0,0,1,0,0,51,1,51,4,355,0,y
15714647,NHWX09(1),2009/4/19 1:34,valid,0,0,3,0,0,71,3,71,3,51,0,y
15715008,NHWX09(1),2009/4/19 1:34,valid,0,1,2,0,74,68,3,70,4,70,0,y
15715257,NHWX09(1),2009/4/19 1:35,valid,0,0,2,0,0,66,2,66,3,97,0,y
15715806,NHWX09(1),2009/4/19 1:35,valid,0,0,1,0,0,67,1,67,1,121,0,y
15717720,NHWX09(1),2009/4/19 1:36,valid,0,0,2,0,0,67,2,67,3,205,0,y
15718357,NHWX09(1),2009/4/19 1:37,valid,0,0,3,0,0,73,3,73,6,72,0,y
15718701,NHWX09(1),2009/4/19 1:37,valid,0,0,1,0,0,76,1,76,1,0,0,y
15718894,NHWX09(1),2009/4/19 1:37,valid,0,0,2,0,0,62,2,62,3,178,0,y
15719466,NHWX09(1),2009/4/19 1:38,valid,0,0,4,0,0,56,4,56,8,39,0,y
15721545,NHWX09(1),2009/4/19 1:39,valid,0,0,1,0,0,68,1,68,2,817,0,y
15721662,NHWX09(1),2009/4/19 1:39,valid,0,0,2,0,0,64,2,64,3,120,0,y
15722156,NHWX09(1),2009/4/19 1:40,valid,0,0,2,0,0,65,2,65,3,37,0,y
15722642,NHWX09(1),2009/4/19 1:40,valid,0,0,5,0,0,69,5,69,7,66,0,y
15723294,NHWX09(1),2009/4/19 1:40,valid,0,0,2,0,0,85,2,85,2,54,0,y
15723636,NHWX09(1),2009/4/19 1:41,valid,0,0,2,0,0,62,2,62,3,144,0,y
15724746,NHWX09(1),2009/4/19 1:41,valid,0,0,1,0,0,79,1,79,1,373,0,y
15725703,NHWX09(1),2009/4/19 1:42,valid,0,0,4,0,0,62,4,62,6,102,0,y
15726522,NHWX09(1),2009/4/19 1:43,valid,0,0,1,0,0,64,1,64,1,238,0,y
15727515,NHWX09(1),2009/4/19 1:43,valid,0,0,3,0,0,63,3,63,5,143,0,y
15728511,NHWX09(1),2009/4/19 1:44,valid,0,0,1,0,0,81,1,81,1,519,0,y
15729006,NHWX09(1),2009/4/19 1:45,valid,0,0,1,0,0,67,1,67,1,165,0,y
15729831,NHWX09(1),2009/4/19 1:45,valid,0,0,2,0,0,76,2,76,2,226,0,y
15730956,NHWX09(1),2009/4/19 1:46,valid,0,0,1,0,0,64,1,64,2,241,0,y
15731587,NHWX09(1),2009/4/19 1:47,valid,0,0,1,0,0,79,1,79,1,445,0,y
15732212,NHWX09(1),2009/4/19 1:47,valid,0,0,1,0,0,79,1,79,1,168,0,y
15732659,NHWX09(1),2009/4/19 1:47,valid,0,0,1,0,0,57,1,57,1,183,0,y
15733029,NHWX09(1),2009/4/19 1:48,valid,0,0,2,0,0,83,2,83,2,141,0,y
15733375,NHWX09(1),2009/4/19 1:48,valid,0,0,1,0,0,81,1,81,1,60,0,y
15733876,NHWX09(1),2009/4/19 1:48,valid,0,0,2,0,0,63,2,63,3,151,0,y
15734877,NHWX09(1),2009/4/19 1:49,valid,0,0,1,0,0,77,1,77,2,420,0,y
15735334,NHWX09(1),2009/4/19 1:49,valid,0,0,1,0,0,79,1,79,1,194,0,y
15735615,NHWX09(1),2009/4/19 1:50,valid,0,0,2,0,0,70,2,70,3,95,0,y
15736304,NHWX09(1),2009/4/19 1:50,valid,0,1,1,0,71,68,2,69,3,114,0,y
15737059,NHWX09(1),2009/4/19 1:51,valid,0,0,2,0,0,70,2,70,3,127,0,y
15738249,NHWX09(1),2009/4/19 1:52,valid,0,0,1,0,0,83,1,83,1,757,0,y
15739032,NHWX09(1),2009/4/19 1:52,valid,0,0,3,0,0,64,3,64,5,133,0,y
15739371,NHWX09(1),2009/4/19 1:53,valid,0,0,3,0,0,64,3,64,5,62,0,y
15739809,NHWX09(1),2009/4/19 1:53,valid,0,0,2,0,0,73,2,73,4,69,0,y
15741544,NHWX09(1),2009/4/19 1:54,valid,0,0,1,0,0,62,1,62,1,832,0,y
15742692,NHWX09(1),2009/4/19 1:55,valid,0,0,3,0,0,68,3,68,4,109,0,y
15743551,NHWX09(1),2009/4/19 1:56,valid,0,0,5,0,0,58,5,58,9,32,0,y
15744642,NHWX09(1),2009/4/19 1:57,valid,0,0,1,0,0,79,1,79,1,606,0,y
15744979,NHWX09(1),2009/4/19 1:57,valid,0,0,2,0,0,74,2,74,2,47,0,y
15746659,NHWX09(1),2009/4/19 1:58,valid,0,0,1,0,0,67,1,67,1,933,0,y
15748077,NHWX09(1),2009/4/19 1:59,valid,0,0,1,0,0,99,1,99,1,583,0,y
15748657,NHWX09(1),2009/4/19 2:00,valid,0,0,2,0,0,68,2,68,3,59,0,y
15748814,NHWX09(1),2009/4/19 2:00,valid,0,0,1,0,0,69,1,69,1,255,0,y
15749252,NHWX09(1),2009/4/19 2:00,valid,0,0,2,0,0,68,2,68,3,99,0,y
15750117,NHWX09(1),2009/4/19 2:01,valid,0,0,2,0,0,67,2,67,3,144,0,y
15751619,NHWX09(1),2009/4/19 2:02,valid,0,0,1,0,0,86,1,86,1,637,0,y
15751770,NHWX09(1),2009/4/19 2:02,valid,0,0,3,0,0,73,3,73,4,103,0,y
15752343,NHWX09(1),2009/4/19 2:03,valid,1,0,1,71,0,65,2,68,5,75,0,y
15752692,NHWX09(1),2009/4/19 2:03,valid,0,0,1,0,0,70,1,70,1,133,0,y
15753048,NHWX09(1),2009/4/19 2:03,valid,0,0,3,0,0,72,3,72,4,78,0,y
